Name,age,team,pos,PA,AB,H,2B,3B,HR,BB,SO,P/PA,BA,OBP,SLG,OPS,Year
Steve Gajkowski,23,Royals,3B,666,628,199,43,31,22,38,101,3.099099099099099,0.31687898089171973,0.35585585585585583,0.589171974522293,0.9450278303781487,2016
Steve Garrison,25,Rockies,1B,697,634,143,35,31,4,63,188,3.436154949784792,0.22555205047318613,0.29555236728837875,0.39747634069400634,0.6930287079823851,2016
Steve Green,31,Reds,SS,678,590,152,38,19,5,88,85,3.293510324483776,0.2576271186440678,0.35398230088495575,0.411864406779661,0.7658467076646167,2016
Steve Susdorf,24,Giants,LF,661,598,152,29,25,7,63,174,3.65052950075643,0.25418060200668896,0.32526475037821484,0.4214046822742475,0.7466694326524623,2016
Steven Lerud,23,Blue Jays,SS,660,620,118,18,18,4,40,160,3.3848484848484848,0.19032258064516128,0.23939393939393938,0.2967741935483871,0.5361681329423265,2016
Terry Pearson,36,Mariners,CF,609,576,137,29,22,10,33,90,3.044334975369458,0.2378472222222222,0.2791461412151067,0.4166666666666667,0.6958128078817734,2016
Thad Weber,22,Giants,RF,629,579,140,37,24,6,50,168,3.3100158982511925,0.24179620034542315,0.302066772655008,0.41968911917098445,0.7217558918259924,2016
Tino Martinez,22,Astros,3B,686,633,173,38,33,15,53,111,3.1341107871720117,0.27330173775671407,0.3294460641399417,0.5086887835703001,0.8381348477102418,2016
Tony Torcato,27,Rangers,CF,641,576,122,25,29,2,65,186,3.6911076443057724,0.21180555555555555,0.2917316692667707,0.3663194444444444,0.658051113711215,2016
Travis Chick,30,Orioles,CF,621,540,159,30,20,14,81,115,3.5378421900161032,0.29444444444444445,0.3864734299516908,0.5018518518518519,0.8883252818035428,2016
Trevor Brown,30,White Sox,2B,707,654,178,51,21,16,53,190,3.3734087694483734,0.27217125382262997,0.32673267326732675,0.4877675840978593,0.814500257365186,2016
Trey Lunsford,23,Brewers,LF,630,581,153,28,23,15,49,123,3.204761904761905,0.2633390705679862,0.32063492063492066,0.46815834767641995,0.7887932683113406,2016
Trystan Magnuson,31,Reds,P,694,590,177,42,25,18,104,140,3.7204610951008648,0.3,0.4048991354466859,0.5474576271186441,0.95235676256533,2016
Tyler Wagner,32,Royals,CF,609,554,162,39,18,10,55,66,3.110016420361248,0.2924187725631769,0.3563218390804598,0.48194945848375453,0.8382712975642144,2016
Tyrell Godwin,36,Braves,LF,711,671,150,33,36,4,40,243,3.5414908579465543,0.22354694485842028,0.2672292545710267,0.3979135618479881,0.6651428164190147,2016
Victor Garate,22,Phillies,RF,631,602,118,27,19,7,29,185,3.301109350237718,0.19601328903654486,0.2329635499207607,0.3388704318936877,0.5718339818144484,2016
Vince Belnome,24,Giants,SS,674,645,168,36,28,14,29,96,2.934718100890208,0.26046511627906976,0.2922848664688427,0.4682170542635659,0.7605019207324086,2016
Wilfredo Tovar,20,Mariners,1B,700,656,116,25,27,0,44,197,3.395714285714286,0.17682926829268292,0.22857142857142856,0.2972560975609756,0.5258275261324041,2016
Wilking Rodriguez,27,Twins,2B,706,623,173,41,30,7,83,237,3.813031161473088,0.27768860353130015,0.3626062322946176,0.47351524879614765,0.8361214810907652,2016
Willie Martinez,29,Tigers,RF,638,553,171,38,25,22,85,100,3.3808777429467085,0.3092224231464738,0.4012539184952978,0.5877034358047016,0.9889573542999994,2016
Yhonathan Barrios,36,Red Sox,2B,690,665,157,39,19,10,25,114,2.9478260869565216,0.23609022556390977,0.263768115942029,0.3969924812030075,0.6607605971450365,2016
Yohanny Valera,36,Tigers,LF,676,654,114,32,19,0,22,300,3.5014792899408285,0.1743119266055046,0.20118343195266272,0.28134556574923547,0.48252899770189817,2016
Yurendell de Caster,25,Mariners,2B,675,628,177,35,27,10,47,85,3.0444444444444443,0.2818471337579618,0.33185185185185184,0.4713375796178344,0.8031894314696862,2016
Zach Lee,29,Indians,P,674,616,179,41,30,15,58,189,3.678041543026706,0.2905844155844156,0.3516320474777448,0.5275974025974026,0.8792294500751474,2016
Aaron Looper,32,Diamondbacks,C,744,659,183,43,27,15,85,142,3.4946236559139785,0.27769347496206376,0.3602150537634409,0.4931714719271624,0.8533865256906032,2017
Aaron Scheffer,33,Astros,C,774,703,170,35,31,6,71,196,3.454780361757106,0.24182076813655762,0.31136950904392763,0.40540540540540543,0.7167749144493331,2017
Abel De Los Santos,28,Cubs,1B,709,657,159,40,28,2,52,146,3.4160789844851904,0.2420091324200913,0.29760225669957685,0.3972602739726027,0.6948625306721796,2017
Adalberto Mendez,31,Phillies,LF,659,621,123,23,19,5,38,101,2.960546282245827,0.19806763285024154,0.24430955993930198,0.32045088566827695,0.564760445607579,2017
Adam Greenberg,31,Pirates,RF,561,519,103,26,15,4,42,140,3.483065953654189,0.19845857418111754,0.25846702317290554,0.32947976878612717,0.5879467919590327,2017
Adam Peterson,24,Braves,1B,760,668,202,44,28,10,92,154,3.4789473684210526,0.3023952095808383,0.3868421052631579,0.49700598802395207,0.88384809328711,2017
Adrian Houser,36,Royals,SS,670,634,142,34,28,11,36,156,3.201492537313433,0.22397476340694006,0.2656716417910448,0.41798107255520506,0.6836527143462499,2017
Akeel Morris,24,Diamondbacks,1B,733,660,172,31,34,13,73,124,3.3042291950886766,0.2606060606060606,0.33424283765347884,0.4696969696969697,0.8039398073504486,2017
Alex Hernandez,26,Blue Jays,C,719,685,145,23,29,2,34,198,3.375521557719054,0.2116788321167883,0.24895688456189152,0.3386861313868613,0.5876430159487529,2017
Alex Meyer,30,Pirates,CF,578,546,101,21,29,6,32,142,3.387543252595156,0.184981684981685,0.2301038062283737,0.3626373626373626,0.5927411688657364,2017
Allan Dykstra,27,Dodgers,RF,619,578,132,22,18,2,41,166,3.4329563812600967,0.22837370242214533,0.27948303715670436,0.3391003460207612,0.6185833831774656,2017
Andrew Brackman,31,Rockies,C,713,654,94,22,22,0,59,309,3.8134642356241235,0.1437308868501529,0.21458625525946703,0.24464831804281345,0.45923457330228046,2017
Andrew Werner,35,Brewers,P,653,617,126,31,21,2,36,208,3.546707503828484,0.20421393841166938,0.24808575803981622,0.33225283630470015,0.5803385943445164,2017
Angel Castro,31,Mets,LF,671,613,150,36,22,11,58,147,3.3099850968703426,0.24469820554649266,0.30998509687034276,0.4290375203915171,0.7390226172618599,2017
Angel Salome,37,Angels,2B,689,654,144,30,24,7,35,150,3.0449927431059507,0.22018348623853212,0.2597968069666183,0.37155963302752293,0.6313564399941411,2017
Anthony Claggett,24,Orioles,CF,596,572,101,29,19,0,24,238,3.545302013422819,0.17657342657342656,0.20973154362416108,0.2937062937062937,0.5034378373304548,2017
Anthony Ferrari,30,Tigers,SS,688,604,195,41,31,19,84,113,3.446220930232558,0.3228476821192053,0.4055232558139535,0.5877483443708609,0.9932716001848143,2017
Anthony Shumaker,24,Pirates,P,629,596,104,24,23,0,33,360,4.017488076311606,0.174496644295302,0.2178060413354531,0.29194630872483224,0.5097523500602853,2017
Ariel Pena,35,Twins,LF,674,656,123,23,20,8,18,124,2.9094955489614245,0.1875,0.20919881305637983,0.3201219512195122,0.529320764275892,2017
Arturo Lopez,30,Rays,SS,688,633,180,50,22,7,55,159,3.3561046511627906,0.2843601895734597,0.34156976744186046,0.4660347551342812,0.8076045225761417,2017
Asher Wojciechowski,29,Mets,RF,645,566,110,20,23,1,79,134,3.5813953488372094,0.19434628975265017,0.2930232558139535,0.31625441696113077,0.6092776727750843,2017
Atahualpa Severino,25,Phillies,1B,737,653,132,37,29,0,84,192,3.622795115332429,0.20214395099540583,0.2930800542740841,0.34762633996937214,0.6407063942434563,2017
Audry Perez,24,Braves,SS,711,596,211,47,33,18,115,121,3.5161744022503516,0.3540268456375839,0.45850914205344584,0.6342281879194631,1.092737329972909,2017
Bart Evans,34,Royals,RF,623,584,91,16,10,0,39,259,3.778491171749599,0.1558219178082192,0.2086677367576244,0.21746575342465754,0.42613349018228197,2017
Bartolome Fortunato,26,Padres,C,777,660,247,56,37,16,117,98,3.335907335907336,0.37424242424242427,0.46846846846846846,0.6439393939393939,1.1124078624078624,2017
Ben Hendrickson,26,Marlins,LF,622,578,137,26,17,9,44,128,3.2057877813504825,0.2370242214532872,0.2909967845659164,0.3875432525951557,0.6785400371610721,2017
Ben Kozlowski,23,Orioles,RF,568,544,91,23,23,2,24,145,3.257042253521127,0.16727941176470587,0.20246478873239437,0.30514705882352944,0.5076118475559238,2017
Bernie Williams,28,Astros,2B,736,656,191,40,25,19,80,90,3.202445652173913,0.29115853658536583,0.36820652173913043,0.5152439024390244,0.8834504241781549,2017
Bill Ortega,26,Athletics,3B,667,633,160,32,18,14,34,91,2.9325337331334334,0.2527646129541864,0.2908545727136432,0.4265402843601896,0.7173948570738328,2017
Brad Glenn,25,White Sox,CF,641,604,103,28,22,0,37,196,3.4165366614664587,0.17052980132450332,0.21840873634945399,0.2897350993377483,0.5081438356872023,2017
Brad Salmon,26,Astros,RF,644,590,165,38,29,19,54,96,3.2236024844720497,0.2796610169491525,0.34006211180124224,0.5389830508474577,0.8790451626486999,2017
Bradin Hagens,37,Marlins,P,642,603,131,29,33,6,39,108,3.2616822429906542,0.21724709784411278,0.26479750778816197,0.4046434494195688,0.6694409572077308,2017
Brandon Bantz,28,Orioles,3B,643,613,145,34,22,11,30,111,3.035769828926905,0.2365415986949429,0.27216174183514774,0.4176182707993475,0.6897800126344953,2017
Brandon Dickson,26,Nationals,2B,666,614,182,37,22,23,52,98,3.1516516516516515,0.2964169381107492,0.35135135135135137,0.5407166123778502,0.8920679637292015,2017
Brandon Harper,26,Rangers,3B,692,581,147,24,20,8,111,135,3.55635838150289,0.25301204819277107,0.37283236994219654,0.4044750430292599,0.7773074129714564,2017
Brent Cookson,28,Reds,CF,630,587,114,29,23,4,43,136,3.2634920634920634,0.19420783645655879,0.2492063492063492,0.3424190800681431,0.5916254292744922,2017
Brent Dlugach,25,Mariners,P,659,623,136,20,21,8,36,188,3.490136570561457,0.21829855537720708,0.26100151745068284,0.3563402889245586,0.6173418063752414,2017
Brett Bochy,28,Red Sox,SS,646,592,149,33,20,7,54,100,3.289473684210526,0.2516891891891892,0.3142414860681115,0.41047297297297297,0.7247144590410844,2017
Brett Campbell,33,Rangers,SS,670,596,181,50,23,10,74,139,3.491044776119403,0.3036912751677852,0.3805970149253731,0.5151006711409396,0.8956976860663127,2017
Brett Marshall,37,Rockies,P,669,625,137,31,23,7,44,142,3.4588938714499253,0.2192,0.2705530642750374,0.376,0.6465530642750374,2017
Brett Sinkbeil,27,Phillies,SS,681,597,144,30,26,9,84,168,3.563876651982379,0.24120603015075376,0.33480176211453744,0.423785594639866,0.7585873567544035,2017
Brian Broderick,23,Phillies,2B,725,639,229,52,30,24,86,134,3.484137931034483,0.35837245696400627,0.43448275862068964,0.6463223787167449,1.0808051373374346,2017
Brian Dinkelman,28,Phillies,P,695,652,155,27,22,13,43,177,3.5093525179856115,0.23773006134969324,0.28489208633093527,0.40644171779141103,0.6913338041223462,2017
Brian Esposito,26,Braves,LF,691,586,160,37,21,14,105,102,3.512301013024602,0.27303754266211605,0.3835021707670043,0.47952218430034127,0.8630243550673455,2017
Brian Horwitz,31,Pirates,2B,660,604,120,26,12,4,56,204,3.618181818181818,0.1986754966887417,0.26666666666666666,0.30132450331125826,0.567991169977925,2017
Brian O'Connor,35,Athletics,CF,613,584,104,23,14,3,29,140,3.2153344208809136,0.1780821917808219,0.2169657422512235,0.2808219178082192,0.4977876600594427,2017
Brock Peterson,28,Mariners,SS,648,624,164,34,19,10,24,166,3.1203703703703702,0.26282051282051283,0.29012345679012347,0.42628205128205127,0.7164055080721747,2017
Bryan Eversgerd,25,Padres,CF,666,578,144,31,21,3,88,166,3.780780780780781,0.2491349480968858,0.3483483483483483,0.39100346020761245,0.7393518085559607,2017
Bryan Price,36,Tigers,3B,711,674,135,35,31,7,37,178,3.2545710267229255,0.20029673590504452,0.2419127988748242,0.37537091988130566,0.6172837187561299,2017
Bubba Carpenter,23,Blue Jays,CF,607,564,137,30,28,6,43,111,3.3080724876441514,0.2429078014184397,0.29654036243822074,0.42730496453900707,0.7238453269772278,2017
Carl Dale,35,Nationals,P,629,596,111,27,18,10,33,187,3.6009538950715423,0.18624161073825504,0.2289348171701113,0.3422818791946309,0.5712166963647421,2017
Carlos Guevara,31,Padres,P,715,670,150,37,19,7,45,144,3.3216783216783217,0.22388059701492538,0.2727272727272727,0.36716417910447763,0.6398914518317503,2017
Carlos Muniz,24,Red Sox,RF,596,559,135,40,13,8,37,67,2.8640939597315436,0.24150268336314848,0.28859060402684567,0.40250447227191416,0.6910950762987598,2017
Carlos Valderrama,23,Reds,3B,680,634,127,19,24,4,46,164,3.2985294117647057,0.20031545741324921,0.25441176470588234,0.3249211356466877,0.57933290035257,2017
Casey Crosby,31,Giants,CF,635,593,123,30,20,4,42,126,3.4283464566929136,0.20741989881956155,0.25984251968503935,0.3456998313659359,0.6055423510509752,2017
Casey Kelly,26,Cardinals,RF,630,567,101,20,18,0,63,145,3.668253968253968,0.1781305114638448,0.26031746031746034,0.2768959435626102,0.5372134038800706,2017
Cedric Hunter,28,Red Sox,CF,607,551,135,30,22,11,56,131,3.4200988467874796,0.24500907441016334,0.31466227347611203,0.43920145190562615,0.7538637253817382,2017
Cesar Carrillo,30,Angels,1B,704,671,162,29,23,11,33,120,2.9943181818181817,0.2414307004470939,0.27698863636363635,0.40238450074515647,0.6793731371087928,2017
Chad Curtis,28,Astros,LF,673,621,183,43,20,12,52,104,3.1545319465081723,0.2946859903381642,0.3491827637444279,0.4863123993558776,0.8354951631003056,2017
Chad Hutchinson,30,Blue Jays,1B,711,643,172,47,17,14,68,105,3.189873417721519,0.26749611197511663,0.33755274261603374,0.45878693623639194,0.7963396788524257,2017
Chad Santos,36,Orioles,P,622,592,97,28,7,8,30,144,3.2958199356913185,0.16385135135135134,0.20418006430868169,0.27533783783783783,0.4795179021465195,2017
Chi Chi Gonzalez,23,Mets,SS,691,610,151,37,23,10,81,126,3.38205499276411,0.24754098360655738,0.3357452966714906,0.43278688524590164,0.7685321819173923,2017
Chili Davis,37,Astros,SS,692,613,151,32,28,4,79,140,3.531791907514451,0.2463295269168026,0.33236994219653176,0.4094616639477977,0.7418316061443295,2017
Chris Mabeus,36,Cubs,SS,652,612,113,25,17,4,40,164,3.3144171779141103,0.184640522875817,0.23466257668711657,0.3006535947712418,0.5353161714583584,2017
Chris Oxspring,36,Brewers,2B,686,615,129,25,26,2,71,140,3.5189504373177845,0.2097560975609756,0.2915451895043732,0.34471544715447155,0.6362606366588448,2017
Chris Prieto,31,Rays,P,718,682,112,32,24,1,36,250,3.554317548746518,0.16422287390029325,0.20612813370473537,0.2859237536656892,0.49205188737042455,2017
Chris Reed,23,Dodgers,CF,637,579,201,34,24,24,58,102,3.1444270015698588,0.3471502590673575,0.4065934065934066,0.613126079447323,1.0197194860407297,2017
Chris Robinson,35,Cubs,RF,610,559,113,23,25,3,51,157,3.586885245901639,0.20214669051878353,0.26885245901639343,0.3488372093023256,0.617689668318719,2017
Chris Saenz,31,Angels,CF,625,570,184,41,32,14,55,116,3.44,0.32280701754385965,0.3824,0.5807017543859649,0.963101754385965,2017
Chris Schwinden,30,Rays,C,768,733,178,42,33,11,35,143,3.09765625,0.24283765347885403,0.27734375,0.43519781718963163,0.7125415671896316,2017
Christian Parker,28,Rockies,RF,586,520,146,25,22,5,66,115,3.45221843003413,0.28076923076923077,0.36177474402730375,0.4423076923076923,0.8040824363349961,2017
Clay Timpner,30,Braves,CF,671,586,219,53,23,28,85,131,3.4560357675111772,0.37372013651877134,0.45305514157973176,0.6860068259385665,1.1390619675182982,2017
Clemente Alvarez,24,Padres,3B,720,656,131,34,15,0,64,277,3.7375,0.19969512195121952,0.2708333333333333,0.2972560975609756,0.568089430894309,2017
Cody Anderson,24,Rockies,SS,645,598,174,45,23,13,47,127,3.289922480620155,0.2909698996655518,0.3426356589147287,0.5083612040133779,0.8509968629281066,2017
Cody Hall,33,Cardinals,C,744,697,146,30,25,8,47,201,3.331989247311828,0.20946915351506457,0.2594086021505376,0.3586800573888092,0.6180886595393469,2017
Cody Stanley,29,Angels,LF,638,599,151,33,20,15,39,130,3.2884012539184955,0.25208681135225375,0.29780564263322884,0.44908180300500833,0.7468874456382372,2017
Colin Rea,29,Cubs,CF,626,597,148,33,14,13,29,211,3.400958466453674,0.24790619765494137,0.2827476038338658,0.4154103852596315,0.6981579890934972,2017
Corban Joseph,33,Twins,P,715,657,136,27,25,3,58,269,3.86013986013986,0.2070015220700152,0.27132867132867133,0.3378995433789954,0.6092282147076667,2017
Corey Lee,25,Diamondbacks,RF,621,534,154,32,20,11,87,123,3.5925925925925926,0.2883895131086142,0.38808373590982287,0.4850187265917603,0.8731024625015832,2017
Cory Mazzoni,32,White Sox,LF,650,555,124,29,25,2,95,125,3.5338461538461536,0.22342342342342342,0.33692307692307694,0.37657657657657656,0.7134996534996535,2017
Dan Winkler,37,Dodgers,2B,715,588,129,28,27,0,127,318,4.472727272727273,0.2193877551020408,0.35804195804195804,0.358843537414966,0.716885495456924,2017
Daniel Fields,34,Giants,1B,732,697,164,39,23,18,35,93,2.9234972677595628,0.23529411764705882,0.2718579234972678,0.4347202295552367,0.7065781530525045,2017
Danny Mota,25,Royals,2B,708,662,107,32,17,1,46,191,3.323446327683616,0.16163141993957703,0.21610169491525424,0.26586102719033233,0.48196272210558655,2017
Danny Rios,26,Mets,3B,708,668,141,29,17,11,40,187,3.2937853107344632,0.21107784431137724,0.2556497175141243,0.35479041916167664,0.610440136675801,2017
Darren Clarke,27,Rangers,1B,734,651,116,24,21,0,83,261,3.844686648501362,0.1781874039938556,0.27111716621253407,0.27956989247311825,0.5506870586856523,2017
Daryl Thompson,21,White Sox,SS,672,634,191,47,23,16,38,84,2.8467261904761907,0.30126182965299686,0.34077380952380953,0.5236593059936908,0.8644331155175004,2017
Dave Gassner,30,Rays,1B,755,661,213,61,22,16,94,140,3.4503311258278146,0.32223903177004537,0.4066225165562914,0.5537065052950075,0.960329021851299,2017
Dave Maurer,29,Red Sox,1B,706,648,124,31,22,1,58,201,3.6090651558073654,0.19135802469135801,0.2577903682719547,0.3117283950617284,0.5695187633336831,2017
David Moraga,34,Blue Jays,2B,688,628,113,17,20,4,60,105,3.1380813953488373,0.17993630573248406,0.251453488372093,0.2898089171974522,0.5412624055695452,2017
Dean Hartgraves,37,Nationals,RF,574,541,119,22,20,4,33,144,3.240418118466899,0.2199630314232902,0.26480836236933797,0.3567467652495379,0.6215551276188759,2017
Dennis Dove,28,Angels,3B,666,625,200,51,18,21,41,144,3.1981981981981984,0.32,0.36186186186186187,0.56,0.9218618618618619,2017
Deolis Guerra,32,Athletics,LF,636,600,125,30,21,3,36,140,3.2059748427672954,0.20833333333333334,0.2531446540880503,0.3433333333333333,0.5964779874213837,2017
Devon Lowery,33,Phillies,CF,636,570,180,41,27,8,66,194,3.680817610062893,0.3157894736842105,0.3867924528301887,0.5245614035087719,0.9113538563389606,2017
Domingo Guzman,31,Reds,LF,650,624,109,29,19,1,26,204,3.332307692307692,0.17467948717948717,0.2076923076923077,0.28685897435897434,0.49455128205128207,2017
Donnie Joseph,35,Brewers,3B,673,623,124,31,24,0,50,127,3.301634472511144,0.19903691813804172,0.2585438335809807,0.3258426966292135,0.5843865302101943,2017
